-0.21,2.00E+00
-0.21,2.00E+00
-0.22,2.40E+00
-0.22,2.40E+00
-0.22,2.80E+00
-0.22,2.80E+00
-0.21,3.20E+00
-0.21,3.20E+00
-0.20,3.60E+00
-0.20,3.60E+00
-0.18,4.00E+00
-0.18,4.00E+00
-0.17,4.80E+00
-0.17,4.80E+00
-0.16,5.20E+00
-0.16,5.20E+00
-0.14,5.60E+00
-0.14,5.60E+00
-0.13,6.00E+00
-0.13,6.00E+00
-0.12,6.40E+00
-0.12,6.40E+00
-0.10,6.80E+00
-0.10,6.80E+00
-0.09,6.80E+00
-0.09,6.80E+00
-0.08,7.20E+00
-0.08,7.20E+00
-0.08,7.60E+00
-0.08,7.60E+00
-0.07,8.00E+00
-0.07,8.00E+00
-0.07,8.40E+00
-0.07,8.40E+00
-0.06,9.20E+00
-0.06,9.20E+00
-0.06,9.60E+00
-0.06,9.60E+00
-0.06,1.00E+01
-0.06,1.00E+01
-0.06,1.00E+01
-0.06,1.00E+01
-0.05,1.08E+01
-0.05,1.08E+01
-0.05,1.08E+01
-0.05,1.08E+01
-0.05,1.12E+01
-0.05,1.12E+01
-0.04,1.12E+01
-0.04,1.12E+01
-0.04,1.20E+01
-0.04,1.20E+01
-0.04,1.20E+01
-0.04,1.20E+01
-0.04,1.24E+01
-0.04,1.24E+01
-0.04,1.28E+01
-0.04,1.28E+01
-0.04,1.28E+01
-0.04,1.28E+01
-0.04,1.32E+01
-0.04,1.32E+01
-0.04,1.32E+01
-0.04,1.32E+01
-0.04,1.36E+01
-0.04,1.36E+01
-0.04,1.40E+01
-0.04,1.40E+01
-0.04,1.40E+01
-0.04,1.40E+01
-0.04,1.40E+01
-0.04,1.40E+01
-0.04,1.40E+01
-0.04,1.40E+01
-0.04,1.44E+01
-0.04,1.44E+01
-0.03,1.44E+01
-0.03,1.44E+01
-0.03,1.44E+01
-0.03,1.44E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.52E+01
-0.03,1.52E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.52E+01
-0.03,1.52E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.03,1.48E+01
-0.02,1.44E+01
-0.02,1.44E+01
-0.02,1.44E+01
-0.02,1.44E+01
-0.02,1.48E+01
-0.02,1.48E+01
-0.02,1.44E+01
-0.02,1.44E+01
-0.02,1.40E+01
-0.02,1.40E+01
-0.02,1.40E+01
-0.02,1.40E+01
-0.02,1.36E+01
-0.02,1.36E+01
-0.02,1.36E+01
-0.02,1.36E+01
-0.02,1.32E+01
-0.02,1.32E+01
